Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,AST,AS,HST,HS,Hg,Ag,PFTAG,PFTHG,MHT,MAT,PFTR
2002-04-27,Newcastle,West Ham,3.0,1.0,H,2002,5.0,11.0,5.0,16.0,15,19,1,1,1.1505772771037812,1.265797838166195,D
2002-04-27,Tottenham,Liverpool,1.0,0.0,H,2002,7.0,11.0,5.0,11.0,18,12,1,1,1.2732751794916173,1.923517049827258,D
2002-04-28,Everton,Blackburn,1.0,2.0,A,2002,6.0,14.0,4.0,10.0,7,2,1,1,1.01689995168935,1.4010244443286046,D
2002-04-29,Bolton,Arsenal,0.0,2.0,A,2002,4.0,8.0,1.0,7.0,3,0,1,0,0.24777426828255794,1.1305712320037782,A
2002-05-08,Liverpool,Blackburn,4.0,3.0,H,2002,7.0,9.0,7.0,15.0,12,2,2,1,1.7369464741410052,2.0526057162726707,A
2002-05-08,Man United,Arsenal,0.0,1.0,A,2002,2.0,5.0,3.0,9.0,13,0,0,0,0.7605247238870845,0.6664850200108319,D
2002-05-11,Arsenal,Everton,4.0,3.0,H,2002,6.0,14.0,6.0,17.0,0,7,1,1,1.406952504906046,1.4010244443286046,D
2002-05-11,Blackburn,Fulham,3.0,0.0,H,2002,2.0,6.0,13.0,17.0,2,8,0,3,3.3733561628648623,0.6019406867881252,H
2002-05-11,Chelsea,Aston Villa,1.0,3.0,A,2002,11.0,15.0,6.0,15.0,5,1,2,1,1.4560316658611747,2.9807781402585647,A
2002-05-11,Leeds,Middlesbrough,1.0,0.0,H,2002,3.0,7.0,5.0,19.0,10,14,0,1,1.076958535671077,0.8662559593959506,H
2002-05-11,Leicester,Tottenham,2.0,1.0,H,2002,6.0,13.0,6.0,10.0,11,18,1,1,1.5787295682490152,1.465568777551312,D
2002-05-11,Liverpool,Ipswich,5.0,0.0,H,2002,2.0,7.0,8.0,15.0,12,9,0,2,2.01786128242084,0.5373963535654185,H
2002-05-11,Man United,Charlton,0.0,0.0,D,2002,6.0,11.0,6.0,13.0,13,4,1,1,1.5051108268163111,1.5946574439967254,D
2002-05-11,Southampton,Newcastle,3.0,1.0,H,2002,8.0,16.0,3.0,7.0,16,15,1,0,0.8096038848422197,1.92965498954426,A
2002-05-11,Sunderland,Derby,1.0,1.0,D,2002,3.0,5.0,12.0,26.0,17,6,0,2,2.8715851302869186,0.9953446258413652,H
2002-05-11,West Ham,Bolton,2.0,1.0,H,2002,4.0,10.0,10.0,17.0,19,3,1,2,2.5306117380253688,1.001482565558366,H
