Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Year,AST,AS,HST,HS,Hg,Ag,PFTHG,BHT,PFTAG,BAT,PFTR
2013-05-12,QPR,Newcastle,1.0,2.0,A,2013,7.0,10.0,3.0,8.0,10,8,1,1.2196986682953552,1,1.0128434981247183,D
2013-05-12,Stoke,Tottenham,1.0,2.0,A,2013,15.0,23.0,3.0,6.0,13,16,1,1.3760513099099447,1,1.1200649130334588,D
2013-05-12,Sunderland,Southampton,1.0,1.0,D,2013,10.0,15.0,5.0,5.0,14,12,1,1.6297462213063842,0,0.8304247805177378,H
2013-05-14,Arsenal,Wigan,4.0,1.0,H,2013,5.0,10.0,12.0,19.0,0,19,2,2.497601230985817,0,0.6981169587231929,H
2013-05-14,Reading,Man City,0.0,2.0,A,2013,20.0,27.0,7.0,11.0,11,6,0,0.9190383806143307,1,1.4894045553538415,A
2013-05-19,Chelsea,Everton,2.0,1.0,H,2013,9.0,16.0,10.0,20.0,2,3,1,1.8312670636020432,0,0.6466100526950233,H
2013-05-19,Liverpool,QPR,1.0,0.0,H,2013,3.0,10.0,20.0,27.0,5,10,2,2.1057934924480346,0,0.4965848525300718,H
2013-05-19,Man City,Norwich,2.0,3.0,A,2013,7.0,12.0,5.0,12.0,6,9,1,1.9350177996905003,0,0.75428519719702,H
2013-05-19,Newcastle,Arsenal,0.0,1.0,A,2013,3.0,9.0,2.0,7.0,8,0,1,1.1669016503281324,1,1.6327729932745736,D
2013-05-19,Southampton,Stoke,1.0,1.0,D,2013,3.0,7.0,7.0,11.0,12,13,1,1.414440503965982,0,0.9413865362176722,H
2013-05-19,Swansea,Fulham,0.0,3.0,A,2013,6.0,8.0,11.0,19.0,15,4,1,1.370303612088849,1,1.0858421812854318,D
2013-05-19,Tottenham,Sunderland,1.0,0.0,H,2013,4.0,6.0,19.0,23.0,16,14,1,1.5620963754230346,1,1.0028537719754678,D
2013-05-19,West Brom,Man United,5.0,5.0,D,2013,8.0,12.0,8.0,15.0,17,7,1,1.734431535138701,1,1.2640310158900385,D
2013-05-19,West Ham,Reading,4.0,2.0,H,2013,7.0,17.0,12.0,21.0,18,11,2,2.249691044538288,0,0.7501992042945418,H
2013-05-19,Wigan,Aston Villa,2.0,2.0,D,2013,2.0,5.0,6.0,12.0,19,1,1,1.4997397965370907,1,1.2754081337398566,D
